,Unnamed: 0,title,link,abstract,author,pre_author_num,pre_doi,pre_pdf_link,pre_images_num,pre_words_num,pre_pages_num,top_words,pub_link,published
118,119,Senotherapeutic peptide reduces skin biological age and improves skin health markers,https://www.biorxiv.org/content/10.1101/2020.10.30.362822v2,"Skin aging has been primarily related to aesthetics and beauty. Therefore, interventions have focuse","Alessandra Zonari, Lear E. Brace, Kallie Z. Al-Katib, William F. Porto, Daniel Foyt, Mylieneth Guiang, Edgar Andres Ochoa Cruz, Bailey Marshall, Willian G. Salgueiro, Mehmet Dinçer Inan, Mizanur Rahman, Taslim Anupom, Siva Vanapalli, Marcelo A. Mori, Octavio L. Franco, Carolina R. Oliveira, Mariana Boroni, Juliana L. Carvalho",18,https://doi.org/10.1101/2020.10.30.362822 ,https://www.biorxiv.org/content/10.1101/2020.10.30.362822v2.full.pdf,7,88239,28,"peptide, skin, senescence, aging, treatment, expression, cells, cell, cellular, fig",,0
119,120,Lessons from the meiotic recombination landscape of the ZMM deficient budding yeast Lachancea waltii,https://www.biorxiv.org/content/10.1101/2021.12.13.472358v1,"Meiotic recombination has been deeply characterized in a few model species only, notably in the budd","Fabien Dutreux, Abhishek Dutta, Emilien Peltier, Sabrina Bibi-Triki, Anne Friedrich, Bertrand Llorente, Joseph Schacherer",7,https://doi.org/10.1101/2021.12.13.472358 ,https://www.biorxiv.org/content/10.1101/2021.12.13.472358v1.full.pdf,28,788447,42,"peptide, skin, senescence, aging, treatment, expression, cells, cell, cellular, fig",,0
120,121,Structural connectome fingerprinting and age prediction in pediatric development: assessing voxel- and surface-based white matter connectivity,https://www.biorxiv.org/content/10.1101/2021.02.19.432024v1,"Mapping structural white matter connectivity is a challenge, with many barriers to accurate represen","Noor B Al-Sharif, Etienne St-Onge, Jacob W Vogel, Maxime Descoteaux, Alan C Evans",5,https://doi.org/10.1101/2021.02.19.432024 ,https://www.biorxiv.org/content/10.1101/2021.02.19.432024v1.full.pdf,3,70671,23,"al, using, et, based, connectomes, connectivity, age, voxel, surface, license",,0
121,122,Abortion occurs during double fertilisation and ovule development in Paeonia ludlowii,https://www.biorxiv.org/content/10.1101/2021.07.16.452677v1,"Paeonia ludlowii (Stern & G.Taylor) D.Y.Hong, a rare and endangered species, is indigenous to Tibet,","Ting-qiao Chen, Meng-yu Xie, Yu-meng Jiang, Tao Yuan",4,https://doi.org/10.1101/2021.07.16.452677 ,https://www.biorxiv.org/content/10.1101/2021.07.16.452677v1.full.pdf,16,78497,26,"embryo, d, ovules, after, abortion, ludlowii, endosperm, al, et, fig",http://dx.doi.org/10.1007/s10265-021-01366-5,1
122,123,Efficient production of Moloney murine leukemia virus-like particles pseudotyped with the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) spike protein,https://www.biorxiv.org/content/10.1101/2020.09.16.298992v1,The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) outbreak that started in China at t,"Sylvie Roy, Karim Ghani, Pedro O. de Campos-Lima, Manuel Caruso",4,https://doi.org/10.1101/2020.09.16.298992 ,https://www.biorxiv.org/content/10.1101/2020.09.16.298992v1.full.pdf,40,84394,33,"ds, cells, sars, cov, license, gp, cell, version, fig, d",http://dx.doi.org/10.1016/j.virusres.2021.198305,0
123,124,The mutational landscape of SARS-CoV-2 variants diversifies T cell targets in an HLA supertype-dependent manner,https://www.biorxiv.org/content/10.1101/2021.06.03.446959v1,"The rapid, global dispersion of SARS-CoV-2 since its initial identification in December 2019 has led","David J. Hamelin, Dominique Fournelle, Jean-Christophe Grenier, Jana Schockaert, Kevin Kovalchik, Peter Kubiniok, Fatima Mostefai, Jérôme D. Duquette, Frederic Saab, Isabelle Sirois, Martin A. Smith, Sofie Pattijn, Hugo Soudeyns, Hélène Decaluwe, Julie Hussin, Etienne Caron",16,https://doi.org/10.1101/2021.06.03.446959 ,https://www.biorxiv.org/content/10.1101/2021.06.03.446959v1.full.pdf,,214890,53,"sars, cov, hla, al, et, cell, mutations, epitopes, d, mutation",http://dx.doi.org/10.1016/j.cels.2021.09.013,0
124,125,Modelling and assessing additional transmission routes for porcine reproductive and respiratory syndrome virus: vehicle movements and feed ingredients,https://www.biorxiv.org/content/10.1101/2021.07.26.453902v5,Accounting for multiple modes of livestock disease dissemination in epidemiological models remains a,"Jason A. Galvis, Cesar A. Corzo, Gustavo Machado",3,https://doi.org/10.1101/2021.07.26.453902 ,https://www.biorxiv.org/content/10.1101/2021.07.26.453902v5.full.pdf,30,135007,60,"farms, transmission, prrsv, license, farm, al, et, vehicles, feed, pig",http://dx.doi.org/10.1111/tbed.14488,1
125,126,Resistance bioassays and allele characterisation inform Spodoptera frugiperda (Lepidoptera: Noctuidae) management and introduction pathways in Asia and Australia,https://www.biorxiv.org/content/10.1101/2022.02.08.479273v1,"The fall armyworm Spodoptera frugiperda is present in over 70 countries in Africa, Asia, and Oceania","WT Tay, RV Rane, W James, KHJ Gordon, S Downes, J Kim, L Kuniata, TK Walsh",8,https://doi.org/10.1101/2022.02.08.479273 ,https://www.biorxiv.org/content/10.1101/2022.02.08.479273v1.full.pdf,,115740,30,"al, et, populations, faw, resistance, australia, frugiperda, d, invasive, armigera",,0
126,127,Phylogenetic analysis and in silico studies link spike Q675H mutation to SARS-CoV-2 adaptive evolution,https://www.biorxiv.org/content/10.1101/2021.10.27.466055v1,Genotype screening was implemented in Italy and showed a significant prevalence of new SARS-CoV-2 mu,"Bertelli Anna, DUrsi Pasqualina, Campisi Giovanni, Messali Serena, Milanesi Maria, Giovanetti Marta, Ciccozzi Massimo, Caccuri Francesca, Caruso Arnaldo",9,https://doi.org/10.1101/2021.10.27.466055 ,https://www.biorxiv.org/content/10.1101/2021.10.27.466055v1.full.pdf,6,67183,25,"cov, sars, spike, furin, mutation, d, cleavage, site, protein, binding",,0
127,128,Developing High-Affinity Decoy Receptor Optimized for Multiple Myeloma and Diffuse Large B Cell Lymphoma Treatment,https://www.biorxiv.org/content/10.1101/2021.05.03.442500v3,"Recent T Cell therapies have been effective in the treatment of hematological cancers. However, immu","Yu Rebecca Miao, Kaushik Thakker, Can Cenik, Dadi Jiang, Kazue Mizuno, Chenjun Jia, Caiyun Grace Li, Hongjuan Zhao, Anh Diep, Jimmy Yu Xu, Xin Eric Zhang, Teddy Tat Chi Yang, Michaela Liedtke, Parveen Abidi, Wing-sze Leung, Albert C. Koong, Amato J. Giaccia",17,https://doi.org/10.1101/2021.05.03.442500 ,https://www.biorxiv.org/content/10.1101/2021.05.03.442500v3.full.pdf,8,112707,52,"sbcma, fc, baff, bcma, april, mm, cell, cells, fig, binding",,0
128,129,Impaired developmental microglial pruning of excitatory synapses on CRH-expressing hypothalamic neurons exacerbates stress responses throughout life,https://www.biorxiv.org/content/10.1101/2021.07.21.453252v1,"The developmental origins of stress-related mental illnesses are well-established, and early-life st","Jessica L. Bolton, Annabel K. Short, Shivashankar Othy, Cassandra L. Kooiker, Manlin Shao, Benjamin G. Gunn, Jaclyn Beck, Xinglong Bai, Stephanie M. Law, Julie C. Savage, Jeremy J. Lambert, Delia Belelli, Marie-Ève Tremblay, Michael D. Cahalan, Tallie Z. Baram",15,https://doi.org/10.1101/2021.07.21.453252 ,https://www.biorxiv.org/content/10.1101/2021.07.21.453252v1.full.pdf,13,155111,30,"sbcma, fc, baff, bcma, april, mm, cell, cells, fig, binding",http://dx.doi.org/10.1016/j.celrep.2022.110600,0
129,130,HelR is a helicase-like protein that protects RNA polymerase from rifamycin antibiotics,https://www.biorxiv.org/content/10.1101/2021.05.10.443488v1,Rifamycin antibiotics such as rifampin are widely used for the management of tuberculosis and other ,"Matthew D. Surette, Nick Waglechner, Kalinka Koteva, Gerard D. Wright",4,https://doi.org/10.1101/2021.05.10.443488 ,https://www.biorxiv.org/content/10.1101/2021.05.10.443488v1.full.pdf,7,140207,55,"helr, rifamycin, rnap, al, rox, et, venezuelae, resistance, all, helrsv",,0
130,131,Integration of GWAS and TWAS to elucidate the genetic architecture of natural variation for leaf cuticular conductance in maize,https://www.biorxiv.org/content/10.1101/2021.10.26.465975v1,"The cuticle, a hydrophobic layer of cutin and waxes synthesized by plant epidermal cells, is the maj","Meng Lin, Pengfei Qiao, Susanne Matschi, Miguel Vasquez, Guillaume P. Ramstein, Richard Bourgault, Marc Mohammadi, Michael J. Scanlon, Isabel Molina, Laurie G. Smith, Michael A. Gore",11,https://doi.org/10.1101/2021.10.26.465975 ,https://www.biorxiv.org/content/10.1101/2021.10.26.465975v1.full.pdf,7,111073,47,"al, et, gc, license, cuticle, plant, cuticular, maize, genes, version",,0
131,132,Intragenic Complementation of Cellulose Synthase-Like D1 alleles in Root Hair Development,https://www.biorxiv.org/content/10.1101/2020.03.02.973545v1,"Root hair cells form the primary interface of plants with the soil environment, playing key roles in","Bogumil J. Karas, Loretta Ross, Mara Novero, Lisa Amyot, Sayaka Inada, Michiharu Nakano, Tatsuya Sakai, Sushei Sato, Jeremy Dale Murray, Paola Bonfante, Krzysztof Szczyglowski",11,https://doi.org/10.1101/2020.03.02.973545 ,https://www.biorxiv.org/content/10.1101/2020.03.02.973545v1.full.pdf,60,81754,31,"author, root, title, only, hair, cell, al, et, license, google",,0
132,133,Influence of isolation by environment and landscape heterogeneity on genetic structure of wild rice Zizania latifolia along a latitudinal gradient,https://www.biorxiv.org/content/10.1101/2020.05.29.124685v1,Global aquatic habitats are undergoing rapid degradation and fragmentation as a result of land-use c,"Godfrey Kinyori Wagutu, Xiangrong Fan, Wenlong Fu, Wei Li, Yuanyuan Chen",5,https://doi.org/10.1101/2020.05.29.124685 ,https://www.biorxiv.org/content/10.1101/2020.05.29.124685v1.full.pdf,7,98729,23,"genetic, al, et, https, org, latifolia, populations, landscape, zizania, wild",,0
133,134,Reduction of Derlin activity suppresses Notch-dependent tumours in the C. elegans germ line,https://www.biorxiv.org/content/10.1101/2021.07.02.450841v1,Regulating the balance between self-renewal (proliferation) and differentiation is key to the long-t,"Ramya Singh, Ryan B Smit, Xin Wang, Chris Wang, Hilary Racher, Dave Hansen",6,https://doi.org/10.1101/2021.07.02.450841 ,https://www.biorxiv.org/content/10.1101/2021.07.02.450841v1.full.pdf,14,191679,91,"glp, cup, license, notch, available, org, cell, https, puf, review",http://dx.doi.org/10.1371/journal.pgen.1009687,1
134,135,Evaluating Wayfinding Designs in Healthcare Settings through EEG Data and Virtual Response Testing,https://www.biorxiv.org/content/10.1101/2021.02.10.430638v1,Wayfinding difficulties in healthcare facilities have been shown to increase anxiety among patients ,"Saleh Kalantari, Vidushi Tripathi, James D. Rounds, Armin Mostafavi, Robin Snell, Jesus G. Cruz-Garza",6,https://doi.org/10.1101/2021.02.10.430638 ,https://www.biorxiv.org/content/10.1101/2021.02.10.430638v1.full.pdf,10,107616,29,"glp, cup, license, notch, available, org, cell, https, puf, review",http://dx.doi.org/10.1016/j.jenvp.2021.101744,0
135,136,Metformin Confers Cardiac and Renal Protection in Sudden Cardiac Arrest via AMPK Activation,https://www.biorxiv.org/content/10.1101/2021.08.24.457506v2,"Sudden cardiac arrest (SCA) affects over 600,000 individuals annually in the United States and is as","Cody A. Rutledge, Claudia Lagranha, Takuto Chiba, Kevin Redding, Donna B. Stolz, Sunder Sims-Lucas, Cameron Dezfulian, Jonathan Elmer, Brett A. Kaufman",9,https://doi.org/10.1101/2021.08.24.457506 ,https://www.biorxiv.org/content/10.1101/2021.08.24.457506v2.full.pdf,8,105085,35,"glp, cup, license, notch, available, org, cell, https, puf, review",,0
136,137,Cardioluminescence in transgenic zebrafish embryos: a Ca2+ imaging tool to study drug effects and pathological modeling,https://www.biorxiv.org/content/10.1101/2021.05.06.442917v1,The zebrafish embryo has emerged as an excellent model in cardiovascular research. The existing tech,"Manuel Vicente, Jussep Salgado-Almario, Michelle M. Collins, Antonio Martínez-Sielva, Masafumi Minoshima, Kazuya Kikuchi, Beatriz Domingo, Juan Llopis",8,https://doi.org/10.1101/2021.05.06.442917 ,https://www.biorxiv.org/content/10.1101/2021.05.06.442917v1.full.pdf,10,70155,22,"glp, cup, license, notch, available, org, cell, https, puf, review",http://dx.doi.org/10.3390/biomedicines9101294,1
137,138,Structure Activity Relationship of USP5 Allosteric Inhibitors,https://www.biorxiv.org/content/10.1101/2021.05.17.444542v1,"USP5 is a deubiquitinase that has been implicated in a range of diseases, including cancer, but no U","Mandeep K. Mann, Carlos A. Zepeda-Velázquez, Hector G. Alvarez, Aiping Dong, Taira Kiyota, Ahmed Aman, Cheryl H. Arrowsmith, Rima Al-Awar, Rachel J. Harding, Matthieu Schapira",10,https://doi.org/10.1101/2021.05.17.444542 ,https://www.biorxiv.org/content/10.1101/2021.05.17.444542v1.full.pdf,22,136826,61,"hz, d, mmol, license, mg, esi, compound, dmso, nmr, using",,0
138,139,Happy Cow or Thinking Pig? WUR Wolf  Facial Coding Platform for Measuring Emotions in Farm Animals,https://www.biorxiv.org/content/10.1101/2021.04.09.439122v1,Emotions play an indicative and informative role in the investigation of farm animal behaviors. Syst,Suresh Neethirajan,1,https://doi.org/10.1101/2021.04.09.439122 ,https://www.biorxiv.org/content/10.1101/2021.04.09.439122v1.full.pdf,,64235,13,"facial, animals, animal, https, org, emotions, faster, recognition, emotional, human",http://dx.doi.org/10.3390/ai2030021,0
139,140,"Core and indicative bacterial and fungal taxa define characteristic soil communities of arable land, grassland, and forest",https://www.biorxiv.org/content/10.1101/2021.06.07.447343v1,"Soil microbial diversity has major influences on ecosystem functions and services. However, due to i","Gschwend Florian, Hartmann Martin, Mayerhofer Johanna, Hug Anna, Enkerli Jürg, Gubler Andreas, Reto G. Meuli, Frey Beat, Widmer Franco",9,https://doi.org/10.1101/2021.06.07.447343 ,https://www.biorxiv.org/content/10.1101/2021.06.07.447343v1.full.pdf,13,175181,49,"soil, otus, land, al, et, use, fungal, bacterial, license, communities",,0
140,141,A COMPARATIVE STUDY OF ANAESTHETIC AGENTS ON HIGH VOLTAGE ACTIVATED CALCIUM CHANNEL CURRENTS IN IDENTIFIED MOLLUSCAN NEURONS,https://www.biorxiv.org/content/10.1101/2020.12.17.423182v1,"1.  Using the two electrode voltage clamp configuration, a high voltage activated whole-cell Ca2+ ch","Terrence J. Morris, Philip M. Hopkins, William Winlow",3,https://doi.org/10.1101/2020.12.17.423182 ,https://www.biorxiv.org/content/10.1101/2020.12.17.423182v1.full.pdf,6,61201,20,"soil, otus, land, al, et, use, fungal, bacterial, license, communities",,0
141,142,Cellular and biochemical response to chaperone versus substrate reduction therapies in neuropathic Gaucher disease,https://www.biorxiv.org/content/10.1101/2021.02.04.429713v1,Gaucher disease (GD) is caused by the deficiency of the lysosomal membrane enzyme glucocerebrosidase,"Margarita Ivanova, Julia Dao, Neil Kasaci, Benjamin Adewale, Shaista Nazari, Lauren Noll, Jacqueline Fikry, Armaghan Hafez Sanati, Ozlem Goker-Alpan",9,https://doi.org/10.1101/2021.02.04.429713 ,https://www.biorxiv.org/content/10.1101/2021.02.04.429713v1.full.pdf,9,72924,35,"soil, otus, land, al, et, use, fungal, bacterial, license, communities",,0
142,143,A Nanomule Peptide-siRNA Conjugate that Traverses the Intact Blood Brain Barrier and Attenuates Stroke,https://www.biorxiv.org/content/10.1101/871186v1,"The blood-brain barrier (BBB), hinders the distribution of therapeutics, intended for treatment of d","Brett A. Eyford, Chaahat S.B. Singh, Thomas Abraham, Lonna Munro, Kyung Bok Choi, Rhonda Hildebrandt, Tracy Hill, Ian Welch, Mark Okon, Timothy Z. Vitalis, Reinhard Gabathuler, Jacob A. Gordon, Hans Adomat, Emma S.T. Guns, Chieh-Ju Lu, Cheryl G. Pfeifer, Mei Mei Tian, Wilfred A. Jefferies",18,https://doi.org/10.1101/871186 ,https://www.biorxiv.org/content/10.1101/871186v1.full.pdf,25,148728,61,"soil, otus, land, al, et, use, fungal, bacterial, license, communities",,0
143,144,Phenotypic plasticity triggers rapid morphological convergence,https://www.biorxiv.org/content/10.1101/2021.05.25.445642v1,"Phenotypic convergence, the independent evolution of similar traits, is ubiquitous in nature, happen","José M. Gómez, Adela González-Megías, Eduardo Narbona, Luis Navarro, Francisco Perfectti, Cristina Armas",6,https://doi.org/10.1101/2021.05.25.445642 ,https://www.biorxiv.org/content/10.1101/2021.05.25.445642v1.full.pdf,36,1947066,52,"species, brassicaceae, lepidium, draba, yes, erysimum, cardamine, drab, d, license",,0
144,145,Proteomic traits vary across taxa in a coastal Antarctic phytoplankton bloom,https://www.biorxiv.org/content/10.1101/2021.05.05.442818v1,"Production and use of proteins is under strong selection in microbes, but its unclear how proteome-","J. Scott P. McCain, Andrew E. Allen, Erin M. Bertrand",3,https://doi.org/10.1101/2021.05.05.442818 ,https://www.biorxiv.org/content/10.1101/2021.05.05.442818v1.full.pdf,,104662,44,"peptides, protein, mass, all, database, peptide, each, across, proteins, abundance",http://dx.doi.org/10.1038/s41396-021-01084-9,1
145,146,S protein-reactive IgG and memory B cell production after human SARS-CoV-2 infection includes broad reactivity to the S2 subunit,https://www.biorxiv.org/content/10.1101/2020.07.20.213298v1,"The high susceptibility of humans to SARS-CoV-2 infection, the cause of COVID-19, reflects the novel","Phuong Nguyen-Contant, A. Karim Embong, Preshetha Kanagaiah, Francisco A. Chaves, Hongmei Yang, Angela R. Branche, David J. Topham, Mark Y. Sangster",8,https://doi.org/10.1101/2020.07.20.213298 ,https://www.biorxiv.org/content/10.1101/2020.07.20.213298v1.full.pdf,4,55837,20,"sars, cov, igg, subjects, reactive, mbcs, infection, rbd, convalescent, cell",http://dx.doi.org/10.1128/mbio.01991-20,1
146,147,Evaluating the reliability of human brain white matter tractometry,https://www.biorxiv.org/content/10.1101/2021.02.24.432740v2,"The validity of research results depends on the reliability of analysis methods. In recent years, th","John Kruper, Jason D. Yeatman, Adam Richie-Halford, David Bloom, Mareike Grotheer, Sendy Caffarra, Gregory Kiar, Iliana I. Karipidis, Ethan Roy, Bramsh Q. Chandio, Eleftherios Garyfalldis, Ariel Rokem",12,https://doi.org/10.1101/2021.02.24.432740 ,https://www.biorxiv.org/content/10.1101/2021.02.24.432740v2.full.pdf,27,144249,24,"pyafq, subject, bundle, bundles, reliability, data, tract, profile, different, tractography",,0
147,148,Dissociation of solid tumour tissues with cold active protease for single-cell RNA-seq minimizes conserved collagenase-associated stress responses,https://www.biorxiv.org/content/10.1101/683227v1,Background Single-cell RNA sequencing (scRNAseq) is a powerful tool for studying complex biological ,"Ciara H OFlanagan, Kieran R Campbell, Allen W Zhang, Farhia Kabeer, Jamie LP Lim, Justina Biele, Peter Eirew, Daniel Lai, Andrew McPherson, Esther Kong, Cherie Bates, Kelly Borkowski, Matt Wiens, James Hopkins, Brittany Hewitson, Nicholas Ceglia, Richard Moore, Andy J Mungall, Jessica N McAlpine, Sohrab P Shah, Samuel Aparicio",21,https://doi.org/10.1101/683227 ,https://www.biorxiv.org/content/10.1101/683227v1.full.pdf,14,80125,40,"cells, cell, license, genes, single, figure, gene, available, dead, https",http://dx.doi.org/10.1186/s13059-019-1830-0,1
148,149,A systematic survey of human tissue-specific gene expression and splicing reveals new opportunities for therapeutic target identification and evaluation,https://www.biorxiv.org/content/10.1101/311563v1,Differences in the expression of genes and their splice isoforms across human tissues are fundamenta,"Robert Y. Yang, Jie Quan, Reza Sodaei, Francois Aguet, Ayellet V. Segrè, John A. Allen, Thomas A. Lanz, Veronica Reinhart, Matthew Crawford, Samuel Hasson, Kristin G. Ardlie, Roderic Guigó, Hualin S. Xi",13,https://doi.org/10.1101/311563 ,https://www.biorxiv.org/content/10.1101/311563v1.full.pdf,,335861,39,"tissue, specific, genes, brain, gene, tissues, expression, usa, specificity, targets",,0
149,150,High functional diversity among Nitrospira populations that dominate rotating biological contactor microbial communities in a municipal wastewater treatment plant,https://www.biorxiv.org/content/10.1101/529826v5,"Nitrification, the oxidation of ammonia to nitrate via nitrite, is an important process in municipal","Emilie Spasov, Jackson M. Tsuji, Laura A. Hug, Andrew C. Doxey, Laura A. Sauder, Wayne J. Parker, Josh D. Neufeld",7,https://doi.org/10.1101/529826 ,https://www.biorxiv.org/content/10.1101/529826v5.full.pdf,,100649,49,"nitrospira, comammox, rbc, all, ammonia, figure, genes, samples, version, gene",http://dx.doi.org/10.1038/s41396-020-0650-2,1
150,151,Characterizing receptor flexibility to predict mutations that lead to human adaptation of influenza hemagglutinin,https://www.biorxiv.org/content/10.1101/2020.07.15.204982v1,A key step in the emergence of human pandemic influenza strains has been a switch in the binding pre,"Huafeng Xu, Timothy Palpant, Cody Weinberger, David E. Shaw",4,https://doi.org/10.1101/2020.07.15.204982 ,https://www.biorxiv.org/content/10.1101/2020.07.15.204982v1.full.pdf,11,67574,33,"binding, ha, sln, license, human, receptor, mutations, simulations, conformations, influenza",,0
151,152,Transcriptional regulation of structural and functional adaptations in a developing adulthood myocardium,https://www.biorxiv.org/content/10.1101/2020.11.25.397885v1,The development of the heart follows a synergic action of several signaling pathways during gestatio,"Sini Sunny, Anil Kumar Challa, Joseph Barchue, Muralidharan T. Ramamurthy, David K Crossman, Steven Pogwizd, Senthilkumar Cinghu, Namakkal S. Rajasekaran",8,https://doi.org/10.1101/2020.11.25.397885 ,https://www.biorxiv.org/content/10.1101/2020.11.25.397885v1.full.pdf,50,98532,28,"binding, ha, sln, license, human, receptor, mutations, simulations, conformations, influenza",http://dx.doi.org/10.26502/fccm.92920215,0
152,153,Suppression of aminoglycoside-induced premature termination codon readthrough by the TRP channel inhibitor AC1903,https://www.biorxiv.org/content/10.1101/2021.04.07.438788v1,"Nonsense mutations, which occur in ~11% of patients with genetic disorders, introduce premature term","Alireza Baradaran-Heravi, Claudia C. Bauer, Isabelle B. Pickles, Sara Hosseini-Farahabadi, Aruna D. Balgi, Kunho Choi, Deborah M. Linley, David J. Beech, Michel Roberge, Robin S. Bon",10,https://doi.org/10.1101/2021.04.07.438788 ,https://www.biorxiv.org/content/10.1101/2021.04.07.438788v1.full.pdf,13,131573,31,"binding, ha, sln, license, human, receptor, mutations, simulations, conformations, influenza",,0
153,154,Toggling Geobacter sulfurreducens metabolic state reveals hidden behaviour and expanded applicability to sustainable energy applications,https://www.biorxiv.org/content/10.1101/623652v1,Electroactive biofilms are under intense scrutiny due to their potential to enable new sustainable t,"Mir Pouyan Zarabadi, Steve J. Charette, Jesse Greener",3,https://doi.org/10.1101/623652 ,https://www.biorxiv.org/content/10.1101/623652v1.full.pdf,16,46839,7,"ac, flow, concentrations, d, current, low, activity, biofilm, concentration, acetate",http://dx.doi.org/10.1039/C9SE00026G,1
154,155,Comparative analysis of machine learning and evolutionary optimization algorithms for precision tissue culture of Cannabis sativa: Prediction and validation of in vitro shoot growth and development based on the optimization of light and carbohydrate sources,https://www.biorxiv.org/content/10.1101/2021.08.09.455719v1,"Micropropagation techniques offer opportunity to proliferate, maintain, and study dynamic plant resp","Marco Pepe, Mohsen Hesami, Finlay Small, Andrew Maxwell Phineas Jones",4,https://doi.org/10.1101/2021.08.09.455719 ,https://www.biorxiv.org/content/10.1101/2021.08.09.455719v1.full.pdf,,175065,47,"mol, https, org, light, al, et, vitro, cannabis, sucrose, license",http://dx.doi.org/10.3389/fpls.2021.757869,1
155,156,Slowly evolving dopaminergic activity modulates the moment-to-moment probability of movement initiation,https://www.biorxiv.org/content/10.1101/2020.05.13.094904v4,Clues from human movement disorders have long suggested that the neurotransmitter dopamine plays a k,"Allison E. Hamilos, Giulia Spedicato, Ye Hong, Fangmiao Sun, Yulong Li, John A. Assad",6,https://doi.org/10.1101/2020.05.13.094904 ,https://www.biorxiv.org/content/10.1101/2020.05.13.094904v4.full.pdf,30,177247,88,"figure, movement, time, first, model, lick, signals, trial, all, timing",http://dx.doi.org/10.7554/eLife.62583,0
156,157,Simple and practical sialoglycan encoding system reveals vast diversity in nature and identifies a universal sialoglycan-recognizing probe derived from AB5 toxin B subunits,https://www.biorxiv.org/content/10.1101/2021.05.28.446191v2,"Vertebrate sialic acids (Sias) display much diversity in modifications, linkages and underlying glyc","Aniruddha Sasmal, Naazneen Khan, Zahra Khedri, Benjamin P. Kellman, Saurabh Srivastava, Andrea Verhagen, Hai Yu, Anders Bech Bruntse, Sandra Diaz, Nissi Varki, Travis Beddoe, Adrienne W. Paton, James C. Paton, Xi Chen, Nathan E. Lewis, Ajit Varki",16,https://doi.org/10.1101/2021.05.28.446191 ,https://www.biorxiv.org/content/10.1101/2021.05.28.446191v2.full.pdf,10,120570,40,"gal, glycan, binding, license, glcnac, sia, yenb, galnac, glc, made",,0
157,158,Insights into animal septins using recombinant human septin octamers with distinct SEPT9 isoforms,https://www.biorxiv.org/content/10.1101/2021.01.21.427698v1,Septin GTP-binding proteins contribute essential biological functions that range from the establishm,"Francois Iv, Carla Silva Martins, Gerard Castro-Linares, Cyntia Taveneau, Pascale Barbier, Pascal Verdier-Pinard, Luc Camoin, Stéphane Audebert, Feng-Ching Tsai, Laurie Ramond, Alex Llewellyn, Mayssa Belhabib, Koyomi Nakazawa, Aurélie Di Cicco, Renaud Vincentelli, Jerome Wenger, Stéphanie Cabantous, Gijsje H. Koenderink, Aurélie Bertin, Manos Mavrakis",20,https://doi.org/10.1101/2021.01.21.427698 ,https://www.biorxiv.org/content/10.1101/2021.01.21.427698v1.full.pdf,85,184022,44,"et, al, septin, octamers, human, actin, fig, septins, mm, d",http://dx.doi.org/10.1242/jcs.258484,1
158,159,Diverse tumorigenic consequences of human papillomavirus integration in primary oropharyngeal cancers,https://www.biorxiv.org/content/10.1101/2021.06.20.449168v1,"Human papillomavirus (HPV) causes 5% of all cancers and frequently integrates into host chromosomes,","David E. Symer, Keiko Akagi, Heather M. Geiger, Yang Song, Gaiyun Li, Anne-Katrin Emde, Weihong Xiao, Bo Jiang, Jingfeng Li, Amit D. Agrawal, Enver Ozer, Adel El Naggar, Zoe Du, Jitesh Shewale, Birgit Stache-Crain, Mark Zucker, Nicolas Robine, Kevin R. Coombes, Maura L. Gillison",19,https://doi.org/10.1101/2021.06.20.449168 ,https://www.biorxiv.org/content/10.1101/2021.06.20.449168v1.full.pdf,2,528053,44,"hpv, al, et, breakpoints, genes, tumors, host, fig, cancer, integration",http://dx.doi.org/10.1101/gr.275911.121,1
159,160,Predicting drowning from sea and weather forecasts: development and validation of a model on surf beaches of southwestern France,https://www.biorxiv.org/content/10.1101/721142v1,"Objective To predict the risk of drowning along the surf beaches of Gironde, southwestern France.

M","Éric Tellier, Bruno Simonnet, Cédric Gil-Jardiné, Marion Bailhache, Bruno Castelle, L. Rachid Salmi",6,https://doi.org/10.1101/721142 ,https://www.biorxiv.org/content/10.1101/721142v1.full.pdf,2,48785,19,"drowning, license, wave, data, risk, model, under, available, ref, days",http://dx.doi.org/10.1136/injuryprev-2020-044092,1
160,161,"Cell-envelope synthesis is required for surface-to-mass coupling, which determines dry-mass density in Bacillus subtilis",https://www.biorxiv.org/content/10.1101/2021.05.05.442853v2,Cells must increase their volumes in response to biomass growth to maintain intracellular mass densi,"Yuki Kitahara, Enno R. Oldewurtel, Sean Wilson, Yingjie Sun, Ethan C. Garner, Sven van Teeffelen",6,https://doi.org/10.1101/2021.05.05.442853 ,https://www.biorxiv.org/content/10.1101/2021.05.05.442853v2.full.pdf,32,189329,39,"drowning, license, wave, data, risk, model, under, available, ref, days",,0
